date,open,high,low,close
2018-01-02,13382.16,15473.490000000002,12890.02,14675.11
2018-01-03,14690.0,15307.56,14150.0,14919.51
2018-01-04,14919.510000000002,15280.0,13918.04,15059.54
2018-01-05,15059.56,17176.24,14600.0,16960.39
2018-01-06,16960.39,17143.13,16011.21,17069.79
2018-01-07,17069.79,17099.96,15610.0,16150.03
2018-01-08,16218.85,16322.3,12812.0,14902.54
2018-01-09,14902.54,15500.0,14011.05,14399.999999999998
2018-01-10,14401.0,14955.66,13131.31,14907.09
2018-01-11,14940.0,14968.68,11400.0,13238.78
2018-01-12,13238.76,14109.78,12500.0,13740.01
2018-01-13,13749.95,14580.0,13706.15,14210.0
2018-01-14,14210.0,14339.5,12569.2,13474.99
2018-01-15,13477.98,14249.99,13147.79,13539.93
2018-01-16,13500.0,13542.93,9035.0,10900.0
2018-01-17,10899.99,11680.99,9037.94,10988.79
2018-01-18,10972.59,11878.82,10435.33,10961.97
2018-01-19,10960.0,11795.0,10360.0,11474.98
2018-01-20,11474.98,13099.0,11412.45,12799.94
2018-01-21,12799.8,12799.8,10965.0,11530.0
2018-01-22,11530.0,11926.35,9900.24,10760.05
2018-01-23,10760.05,11399.0,9905.0,10799.18
2018-01-24,10799.14,11570.48,10500.0,11349.99
2018-01-25,11349.96,11794.05,10950.21,11175.27
2018-01-26,11184.7,11643.0,10311.15,11089.0
2018-01-27,11089.0,11650.0,10842.69,11491.0
2018-01-28,11499.98,12244.0,11408.0,11879.95
2018-01-29,11879.95,11975.02,11139.55,11251.0
2018-01-30,11250.11,11308.42,9900.0,10237.51
2018-01-31,10230.0,10425.85,9700.0,10285.1
2018-02-01,10285.1,10335.0,8750.99,9224.52
2018-02-02,9224.52,9250.0,8010.02,8873.03
2018-02-03,8873.03,9473.010000000002,8229.0,9199.96
2018-02-04,9199.96,9368.0,7930.0,8184.81
2018-02-05,8179.99,8382.8,6625.0,6939.99
2018-02-06,6939.63,7878.0,6000.01,7652.14
2018-02-07,7655.02,8476.0,7150.01,7599.0
2018-02-08,7598.999999999999,7843.999999999999,7572.09,7784.02
2018-02-09,7789.9,8738.0,7789.9,8683.92
2018-02-10,8683.93,9065.78,8120.0,8533.98
2018-02-11,8533.99,8549.0,7726.53,8063.88
2018-02-12,8063.820000000001,8989.0,8052.999999999999,8903.0
2018-02-13,8903.0,8950.0,8351.0,8539.9
2018-02-14,8535.17,9489.6,8533.0,9449.99
2018-02-15,9449.98,10219.5,9301.5,10000.09
2018-02-16,10000.89,10323.37,9666.0,10159.98
2018-02-17,10156.07,11075.07,10050.0,11039.55
2018-02-18,11039.55,11274.0,10080.0,10383.43
2018-02-19,10375.01,11250.0,10270.33,11153.0
2018-02-20,11147.11,11786.01,11100.59,11200.990000000002
2018-02-21,11195.07,11304.03,10200.0,10437.6
2018-02-22,10439.02,10933.44,9679.0,9811.04
2018-02-23,9815.55,10435.0,9570.19,10131.04
2018-02-24,10131.04,10496.97,9352.0,9694.51
2018-02-25,9694.510000000002,9847.0,9274.8,9590.0
2018-02-26,9590.0,10444.32,9350.0,10324.0
2018-02-27,10321.0,10870.0,10121.0,10569.04
2018-02-28,10584.33,11098.0,10300.0,10326.76
2018-03-01,10325.64,11060.41,10240.0,10920.0
2018-03-02,10923.36,11200.0,10770.0,11039.0
2018-03-03,11038.99,11544.0,11015.01,11464.48
2018-03-04,11464.47,11565.0,11050.02,11515.0
2018-03-05,11515.000000000002,11710.0,11415.009999999998,11454.000000000002
2018-03-06,11455.0,11455.0,10555.48,10716.48
2018-03-07,10716.48,10899.0,9389.31,9910.0
2018-03-08,9910.0,10099.0,9060.0,9271.64
2018-03-09,9267.07,9410.0,8329.0,9227.0
2018-03-10,9230.0,9490.0,8667.07,8770.22
2018-03-11,8770.22,9740.0,8450.0,9533.57
2018-03-12,9533.57,9888.88,8780.0,9131.34
2018-03-13,9131.34,9474.0,8823.0,9150.0
2018-03-14,9151.92,9333.78,7900.28,8170.0
2018-03-15,8184.01,8430.0,7650.0,8240.98
2018-03-16,8240.98,8611.64,7900.0,8260.0
2018-03-17,8260.0,8348.62,7721.99,7824.8
2018-03-18,7824.01,8317.4,7322.0,8189.99
2018-03-19,8189.0,8705.23,8088.4,8600.0
2018-03-20,8595.01,9050.0,8280.0,8909.98
2018-03-21,8909.96,9177.01,8750.6,8885.0
2018-03-22,8884.82,9100.0,8465.1,8722.9
2018-03-23,8720.0,8909.0,8269.0,8898.03
2018-03-24,8898.04,8999.95,8491.0,8546.86
2018-03-25,8531.25,8669.85,8365.77,8470.15
2018-03-26,8470.14,8514.89,7831.0,8134.23
2018-03-27,8134.220000000001,8215.94,7730.0,7795.510000000001
2018-03-28,7795.510000000001,8109.0,7728.0,7949.3
2018-03-29,7949.3,7975.0,6941.11,7090.14
2018-03-30,7090.16,7292.43,6600.1,6840.23
2018-03-31,6840.24,7223.36,6777.0,6923.91
2018-04-01,6922.0,7049.98,6430.0,6813.01
2018-04-02,6813.01,7125.0,6765.0,7056.0
2018-04-03,7063.97,7520.0,7011.01,7405.21
2018-04-04,7405.209999999999,7427.520000000001,6707.000000000001,6796.100000000001
2018-04-05,6796.1,6902.0,6566.69,6770.76
2018-04-06,6769.999999999999,6850.0,6500.000000000001,6601.39
2018-04-07,6601.39,7070.0,6586.28,6895.8
2018-04-08,6895.81,7109.13,6880.0,7018.0
2018-04-09,7011.04,7185.0,6611.0,6782.72
2018-04-10,6781.55,6890.000000000001,6656.000000000001,6843.9
2018-04-11,6839.56,6989.999999999999,6787.0,6953.790000000001
2018-04-12,6953.78,8012.23,6743.2,7923.0
2018-04-13,7922.99,8233.39,7732.0,7877.41
2018-04-14,7877.48,8186.0,7810.0,7999.01
2018-04-15,8004.0,8429.54,7999.020000000001,8355.0
2018-04-16,8355.07,8419.0,7867.000000000001,8064.919999999999
2018-04-17,8064.92,8173.7,7825.4,7885.02
2018-04-18,7890.960000000001,8236.43,7868.0,8173.0
2018-04-19,8173.99,8296.0,8080.0,8278.0
2018-04-20,8273.84,8930.0,8177.09,8856.98
2018-04-21,8852.12,9035.0,8565.0,8915.31
2018-04-22,8915.31,9020.67,8727.68,8787.02
2018-04-23,8785.7,8985.0,8745.0,8934.01
2018-04-24,8934.0,9731.01,8922.0,9619.99
2018-04-25,9618.96,9759.82,8730.0,8869.99
2018-04-26,8869.99,9307.48,8651.62,9266.0
2018-04-27,9267.03,9395.0,8889.0,8915.35
2018-04-28,8915.35,9427.48,8870.0,9348.0
2018-04-29,9348.0,9570.51,9163.74,9419.0
2018-04-30,9417.04,9458.64,9124.99,9246.01
2018-05-01,9246.01,9248.99,8800.49,9071.48
2018-05-02,9071.48,9268.0,8970.2,9247.84
2018-05-03,9247.81,9844.0,9168.4,9750.0
2018-05-04,9750.0,9830.04,9520.85,9713.99
2018-05-05,9714.0,10020.0,9682.0,9864.0
2018-05-06,9863.99,9970.0,9417.03,9659.01
2018-05-07,9661.02,9689.67,9181.0,9365.0
2018-05-08,9365.0,9475.7,9060.54,9187.56
2018-05-09,9178.0,9390.0,8965.0,9310.0
2018-05-10,9310.0,9395.12,8970.0,9002.2
2018-05-11,9002.21,9016.8,8341.0,8400.0
2018-05-12,8405.94,8646.88,8153.0,8465.94
2018-05-13,8475.44,8763.36,8298.0,8679.71
2018-05-14,8679.71,8879.99,8277.0,8663.34
2018-05-15,8663.37,8859.99,8401.3,8462.0
2018-05-16,8462.0,8488.0,8083.01,8330.0
2018-05-17,8330.0,8464.0,7979.0,8041.46
2018-05-18,8038.82,8273.21,7911.9,8239.81
2018-05-19,8238.01,8390.8,8095.73,8233.49
2018-05-20,8233.49,8609.0,8163.9,8526.98
2018-05-21,8526.97,8595.31,8305.0,8381.24
2018-05-22,8386.89,8400.18,7935.11,7977.11
2018-05-23,7977.12,8031.9,7425.0,7501.95
2018-05-24,7501.95,7730.729999999999,7266.989999999999,7575.010000000001
2018-05-25,7578.99,7649.55,7308.15,7457.0
2018-05-26,7456.99,7619.999999999999,7300.0,7333.96
2018-05-27,7334.0,7400.0,7231.110000000001,7338.99
2018-05-28,7338.99,7437.0,7058.02,7099.000000000001
2018-05-29,7099.0,7540.0,7032.949999999999,7461.29
2018-05-30,7467.98,7569.0,7260.5,7375.96
2018-05-31,7382.07,7699.0,7327.51,7485.01
2018-06-01,7485.009999999999,7608.55,7355.539999999999,7521.01
2018-06-02,7521.01,7697.329999999999,7437.0,7640.03
2018-06-03,7636.81,7786.69,7600.0,7714.260000000001
2018-06-04,7714.26,7760.52,7446.5,7487.0
2018-06-05,7487.0,7679.49,7358.0,7625.0
2018-06-06,7626.64,7699.0,7467.05,7658.84
2018-06-07,7658.79,7765.0,7620.0,7691.08
2018-06-08,7691.08,7703.5,7530.999999999999,7603.44
2018-06-09,7603.44,7683.98,7450.0,7491.73
2018-06-10,7491.73,7491.73,6622.81,6764.99
2018-06-11,6765.0,6922.0,6610.0,6872.0
2018-06-12,6872.0,6890.51,6435.0,6530.0
2018-06-13,6530.0,6627.600000000001,6118.68,6292.78
2018-06-14,6292.780000000001,6719.999999999999,6260.0,6635.979999999999
2018-06-15,6638.67,6666.66,6362.31,6388.9
2018-06-16,6380.010000000001,6560.0,6320.86,6483.979999999999
2018-06-17,6482.5,6589.03,6422.0,6449.61
2018-06-18,6444.06,6794.38,6380.0,6712.46
2018-06-19,6711.389999999999,6841.74,6653.0,6741.21
2018-06-20,6740.000000000001,6817.23,6551.81,6761.51
2018-06-21,6763.209999999999,6795.000000000001,6672.57,6718.84
2018-06-22,6717.69,6733.969999999999,5918.94,6045.0
2018-06-23,6045.92,6260.000000000001,6008.48,6149.9800000000005
2018-06-24,6149.98,6259.8,5750.000000000001,6136.97
2018-06-25,6137.95,6350.0,6061.97,6252.0
2018-06-26,6252.0,6272.54,6035.0,6070.78
2018-06-27,6065.89,6190.43,5971.0,6133.73
2018-06-28,6134.73,6173.01,5827.0,5853.98
2018-06-29,5851.01,6300.0,5780.0,6197.92
2018-06-30,6197.92,6528.99,6186.03,6390.07
2018-07-01,6391.08,6441.06,6250.999999999999,6356.81
2018-07-02,6360.82,6685.0,6271.62,6615.29
2018-07-03,6615.29,6679.35,6463.01,6513.86
2018-07-04,6511.01,6784.920000000001,6441.11,6586.98
2018-07-05,6585.53,6712.0,6453.33,6529.2
2018-07-06,6529.2,6648.540000000001,6425.0,6609.78
2018-07-07,6609.79,6818.159999999999,6508.88,6756.979999999999
2018-07-08,6753.48,6780.0,6667.44,6712.100000000001
2018-07-09,6712.1,6802.06,6612.24,6662.12
2018-07-10,6662.78,6681.0,6263.0,6296.91
2018-07-11,6296.91,6406.0,6278.99,6378.07
2018-07-12,6378.07,6380.28,6070.0,6250.57
2018-07-13,6251.399999999999,6350.0,6110.0,6214.570000000001
2018-07-14,6214.57,6335.0,6178.0,6251.99
2018-07-15,6250.9,6395.0,6225.4,6353.01
2018-07-16,6354.15,6747.3,6330.4,6723.35
2018-07-17,6723.329999999999,7468.99,6652.04,7317.44
2018-07-18,7317.44,7588.08,7225.38,7381.9
2018-07-19,7381.88,7576.280000000001,7270.0,7466.209999999999
2018-07-20,7468.860000000001,7699.999999999999,7273.0,7337.53
2018-07-21,7337.47,7458.47,7211.0,7398.78
2018-07-22,7399.250000000001,7582.4,7335.5,7394.79
2018-07-23,7394.78,7833.0,7374.999999999999,7721.009999999999
2018-07-24,7721.65,8486.0,7696.0,8397.24
2018-07-25,8397.24,8491.77,8050.0,8175.64
2018-07-26,8175.63,8315.69,7850.06,7920.000000000001
2018-07-27,7919.999999999999,8285.0,7805.0,8188.57
2018-07-28,8188.57,8246.54,8067.0,8225.04
2018-07-29,8225.04,8294.51,8114.999999999999,8211.0
2018-07-30,8210.99,8273.0,7866.0,8173.92
2018-07-31,8171.4,8180.000000000001,7633.0,7730.930000000001
2018-08-01,7735.670000000001,7750.0,7430.0,7604.58
2018-08-02,7600.08,7709.46,7455.719999999999,7525.709999999999
2018-08-03,7525.71,7540.000000000001,7282.44,7418.78
2018-08-04,7412.269999999999,7494.810000000001,6926.0,7009.84
2018-08-05,7009.84,7089.87,6882.29,7024.19
2018-08-06,7024.19,7160.0,6821.0,6934.82
2018-08-07,6935.000000000001,7150.459999999999,6670.0,6720.06
2018-08-08,6720.63,6721.54,6123.0,6285.0
2018-08-09,6283.27,6622.81,6178.6,6529.789999999999
2018-08-10,6529.79,6575.88,6026.39,6144.01
2018-08-11,6148.13,6488.000000000001,5971.0,6232.35
2018-08-12,6222.55,6472.3,6130.0,6308.33
2018-08-13,6308.56,6545.0,6145.04,6246.35
2018-08-14,6248.25,6250.33,5880.0,6188.079999999999
2018-08-15,6188.08,6609.0,6172.11,6267.16
2018-08-16,6265.270000000001,6480.0,6205.599999999999,6311.75
2018-08-17,6316.0,6585.0,6285.4,6584.49
2018-08-18,6579.04,6619.999999999999,6288.0,6387.960000000001
2018-08-19,6387.96,6541.000000000001,6300.0,6477.53
2018-08-20,6477.53,6530.0,6219.999999999999,6254.84
2018-08-21,6251.0,6500.0,6235.08,6480.0
2018-08-22,6479.98,6882.54,6251.2,6360.89
2018-08-23,6362.57,6576.99,6342.28,6525.01
2018-08-24,6525.0,6725.0,6440.5,6681.64
2018-08-25,6686.98,6789.0,6650.61,6733.64
2018-08-26,6733.640000000001,6775.27,6568.0,6700.0
2018-08-27,6700.0,6940.51,6646.5,6908.64
2018-08-28,6907.26,7135.000000000001,6860.0,7076.11
2018-08-29,7077.0,7133.81,6912.34,7031.22
2018-08-30,7033.21,7063.63,6784.810000000001,6984.840000000001
2018-08-31,6984.84,7089.0,6888.0,7011.210000000001
2018-09-01,7011.209999999999,7274.999999999999,7008.74,7200.010000000001
2018-09-02,7201.57,7345.45,7127.000000000001,7302.01
2018-09-03,7302.0,7338.28,7191.63,7263.02
2018-09-04,7263.0,7410.0,7227.17,7359.06
2018-09-05,7359.05,7397.3,6682.0,6700.0
2018-09-06,6697.27,6725.0,6265.0,6516.01
2018-09-07,6516.84,6544.0,6320.0,6395.54
2018-09-08,6395.54,6478.0,6111.0,6185.05
2018-09-09,6185.06,6441.0,6141.53,6250.81
2018-09-10,6252.26,6373.98,6221.0,6312.0
2018-09-11,6311.99,6404.0,6169.68,6294.91
2018-09-12,6293.0,6360.0,6192.37,6338.62
2018-09-13,6338.62,6535.0,6337.4,6487.38
2018-09-14,6487.39,6584.99,6385.62,6476.63
2018-09-15,6476.63,6565.45,6466.13,6514.96
2018-09-16,6514.960000000001,6524.62,6370.0,6505.0
2018-09-17,6500.08,6533.84,6201.0,6248.69
2018-09-18,6248.69,6390.0,6224.98,6336.45
2018-09-19,6336.39,6517.7,6123.0,6391.89
2018-09-20,6392.0,6540.0,6325.0,6492.0
2018-09-21,6492.0,6784.86,6491.0,6759.02
2018-09-22,6759.009999999999,6839.03,6627.0,6723.05
2018-09-23,6723.05,6788.23,6661.75,6708.0
2018-09-24,6706.81,6730.0,6557.0,6581.39
2018-09-25,6581.42,6584.01,6325.02,6447.54
2018-09-26,6445.11,6557.99,6379.7,6465.12
2018-09-27,6467.84,6750.0,6434.0,6689.13
2018-09-28,6689.119999999999,6814.8,6540.88,6634.58
2018-09-29,6634.58,6636.0,6464.57,6596.38
2018-09-30,6597.660000000001,6662.0,6533.0,6626.57
2018-10-01,6626.57,6667.090000000001,6510.000000000001,6611.609999999999
2018-10-02,6610.0,6640.0,6493.999999999999,6525.79
2018-10-03,6525.79,6548.999999999999,6430.0,6510.0
2018-10-04,6510.01,6643.46,6505.09,6593.79
2018-10-05,6591.69,6697.0,6543.08,6635.65
2018-10-06,6635.65,6651.0,6566.77,6594.27
2018-10-07,6596.44,6640.0,6525.0,6615.26
2018-10-08,6615.26,6715.6,6587.0,6673.009999999999
2018-10-09,6673.01,6685.38,6607.0,6656.61
2018-10-10,6656.67,6659.95,6530.0,6631.0
2018-10-11,6630.21,6633.919999999999,6205.0,6252.68
2018-10-12,6252.71,6359.999999999999,6209.0,6298.009999999999
2018-10-13,6298.0,6345.0,6285.07,6332.93
2018-10-14,6332.92,6416.0,6308.0,6339.34
2018-10-15,6339.340000000001,7680.0,6300.0,6752.500000000001
2018-10-16,6752.5,6900.0,6670.0,6759.27
2018-10-17,6762.76,6811.12,6676.01,6740.890000000001
2018-10-18,6739.01,6796.0,6567.0,6618.96
2018-10-19,6618.96,6648.14,6523.0,6528.88
2018-10-20,6528.88,6617.65,6505.55,6588.4
2018-10-21,6585.72,6663.900000000001,6579.999999999999,6590.11
2018-10-22,6590.12,6639.0,6535.27,6581.2
2018-10-23,6581.199999999999,6595.0,6515.450000000001,6553.51
2018-10-24,6553.510000000001,6630.0,6547.53,6565.5
2018-10-25,6566.81,6575.09,6502.8,6528.090000000001
2018-10-26,6528.13,6600.0,6515.01,6538.63
2018-10-27,6538.63,6558.35,6463.04,6505.6
2018-10-28,6505.600000000001,6514.169999999999,6453.000000000001,6489.93
2018-10-29,6489.93,6505.01,6315.0,6344.5
2018-10-30,6344.5,6395.0,6317.01,6330.87
2018-10-31,6330.009999999999,6428.0,6245.020000000001,6371.93
2018-11-01,6369.52,6442.65,6348.66,6410.0
2018-11-02,6410.0,6460.34,6388.2,6433.98
2018-11-03,6432.8,6439.97,6345.0,6387.09
2018-11-04,6388.0,6524.999999999999,6359.0,6485.85
2018-11-05,6485.85,6504.39,6431.02,6468.99
2018-11-06,6468.99,6531.31,6445.18,6519.109999999999
2018-11-07,6522.73,6615.15,6509.0,6578.46
2018-11-08,6578.46,6594.0,6468.22,6479.84
2018-11-09,6479.839999999999,6511.53,6391.01,6419.989999999999
2018-11-10,6419.99,6475.55,6411.0,6433.05
2018-11-11,6435.16,6462.14,6355.0,6449.81
2018-11-12,6450.71,6497.0,6421.0,6453.07
2018-11-13,6451.68,6498.0,6391.15,6457.66
2018-11-14,6458.98,6482.84,5656.87,5922.41
2018-11-15,5917.199999999999,5939.54,5403.42,5753.4
2018-11-16,5757.09,5782.89,5549.25,5655.94
2018-11-17,5650.57,5656.6,5565.430000000001,5628.29
2018-11-18,5630.49,5738.17,5617.0,5661.999999999999
2018-11-19,5661.94,5664.0,4855.0,4910.03
2018-11-20,4913.4,5048.24,4326.0,4558.86
2018-11-21,4559.91,4787.2,4413.85,4661.07
2018-11-22,4661.08,4721.77,4335.0,4370.0
2018-11-23,4370.9,4484.0,4222.94,4420.61
2018-11-24,4415.63,4527.0,3824.69,3932.44
2018-11-25,3933.68,4233.0,3652.66,4085.78
2018-11-26,4088.69,4206.0,3701.0,3862.2
2018-11-27,3864.45,3940.0,3689.12,3875.21
2018-11-28,3875.63,4394.47,3874.27,4264.85
2018-11-29,4262.06,4450.38,4125.65,4295.84
2018-11-30,4295.72,4341.36,3943.0,4041.32
2018-12-01,4041.27,4299.99,3963.01,4190.02
2018-12-02,4190.98,4312.99,4103.04,4161.01
2018-12-03,4160.55,4179.0,3827.0,3884.0100000000007
2018-12-04,3884.7600000000007,4085.0,3781.0,3951.64
2018-12-05,3950.98,3970.0,3745.0,3769.8400000000006
2018-12-06,3768.44,3899.99,3500.0,3508.75
2018-12-07,3508.7499999999995,3549.99,3224.6,3403.55
2018-12-08,3403.57,3494.9999999999995,3222.0,3410.93
2018-12-09,3411.36,3658.0,3394.04,3545.3699999999994
2018-12-10,3548.49,3610.0,3370.11,3432.88
2018-12-11,3434.01,3480.0,3324.32,3380.39
2018-12-12,3379.23,3492.0,3350.0,3445.0
2018-12-13,3446.38,3459.9999999999995,3255.5,3302.06
2018-12-14,3302.06,3335.3899999999994,3177.0,3224.17
2018-12-15,3225.19,3276.5,3156.26,3211.72
2018-12-16,3211.71,3294.0,3186.0,3228.67
2018-12-17,3229.22,3585.0,3216.0,3509.08
2018-12-18,3509.03,3678.59,3424.47,3652.98
2018-12-19,3653.0,3912.73,3622.55,3662.22
2018-12-20,3660.01,4120.0,3635.000000000001,4049.62
2018-12-21,4051.8600000000006,4139.99,3764.0,3838.66
2018-12-22,3840.25,3979.0,3785.0,3948.91
2018-12-23,3948.91,4021.5300000000007,3870.0,3929.71
2018-12-24,3929.71,4197.999999999999,3924.83,4008.01
2018-12-25,4010.11,4020.0,3646.41,3745.79
2018-12-26,3745.56,3837.15,3656.7399999999993,3777.74
2018-12-27,3777.74,3813.98,3535.0,3567.91
2018-12-28,3567.8900000000003,3887.25,3540.04,3839.26
2018-12-29,3839.0,3892.0,3670.0,3695.32
2018-12-30,3696.71,3903.5,3657.9,3801.91
2018-12-31,3803.12,3810.0,3630.33,3702.9
2019-01-01,3701.23,3810.16,3642.0,3797.14
2019-01-02,3796.45,3882.14,3750.45,3858.56
2019-01-03,3857.57,3862.74,3730.000000000001,3766.78
2019-01-04,3767.2,3823.64,3703.57,3792.01
2019-01-05,3790.09,3840.99,3751.000000000001,3770.96
2019-01-06,3771.12,4027.71,3740.0,3987.6
2019-01-07,3987.62,4017.9,3921.5300000000007,3975.45
2019-01-08,3976.76,4069.8,3903.0,3955.130000000001
2019-01-09,3955.45,4006.81,3930.04,3966.65
2019-01-10,3966.06,3996.01,3539.9999999999995,3585.88
2019-01-11,3585.88,3658.0,3465.0,3601.31
2019-01-12,3601.31,3618.19,3530.0,3583.13
2019-01-13,3584.1,3611.1,3441.3,3476.81
2019-01-14,3477.56,3671.87,3467.02,3626.09
2019-01-15,3626.08,3648.42,3516.62,3553.06
2019-01-16,3553.0599999999995,3645.0,3543.51,3591.84
2019-01-17,3591.84,3634.7,3530.39,3616.21
2019-01-18,3613.32,3620.0,3565.7500000000005,3594.87
2019-01-19,3594.87,3720.0,3594.23,3665.3
2019-01-20,3665.750000000001,3693.73,3475.0,3539.28
2019-01-21,3539.2600000000007,3559.5100000000007,3475.5,3526.9
2019-01-22,3526.88,3608.5,3434.85,3570.93
2019-01-23,3570.41,3607.98,3514.5,3552.8200000000006
2019-01-24,3552.97,3589.0,3529.22,3569.62
2019-01-25,3569.07,3587.15,3522.51,3565.29
2019-01-26,3566.69,3662.94,3544.9999999999995,3565.2500000000005
2019-01-27,3565.62,3579.0,3486.0,3550.84
2019-01-28,3550.0500000000006,3557.7499999999995,3380.2699999999995,3434.15
2019-01-29,3434.0,3443.4500000000003,3349.92,3411.04
2019-01-30,3410.04,3478.0,3387.1000000000004,3458.18
2019-01-31,3457.5,3489.2,3418.8000000000006,3434.1
2019-02-01,3434.1,3488.0,3401.2,3462.07
2019-02-02,3462.2,3526.4,3440.29,3504.77
2019-02-03,3504.06,3511.0900000000006,3426.0,3458.11
2019-02-04,3458.11,3484.88,3433.31,3463.22
2019-02-05,3463.22,3478.97,3448.43,3471.59
2019-02-06,3471.57,3482.72,3380.0,3405.37
2019-02-07,3407.0,3426.45,3390.0,3398.4
2019-02-08,3398.4,3733.58,3373.1,3659.04
2019-02-09,3660.27,3680.02,3625.13,3665.18
2019-02-10,3665.18,3684.99,3609.7600000000007,3680.06
2019-02-11,3679.75,3684.9,3615.5300000000007,3631.0500000000006
2019-02-12,3631.05,3667.6,3582.34,3631.46
2019-02-13,3631.51,3670.0,3591.75,3609.4
2019-02-14,3608.34,3626.4,3568.11,3590.5599999999995
2019-02-15,3590.57,3653.230000000001,3573.4500000000003,3602.47
2019-02-16,3602.49,3648.2,3597.9099999999994,3618.41
2019-02-17,3617.22,3700.11,3604.4,3667.58
2019-02-18,3667.62,3925.0,3655.0,3898.6
2019-02-19,3897.35,3994.52,3856.000000000001,3907.79
2019-02-20,3907.35,3986.980000000001,3870.66,3969.74
2019-02-21,3969.74,4016.48,3901.03,3937.31
2019-02-22,3937.31,3988.0,3926.65,3962.0
2019-02-23,3962.0,4162.02,3933.15,4117.76
2019-02-24,4118.0,4198.0,3712.66,3743.56
2019-02-25,3743.56,3872.66,3740.0,3827.92
2019-02-26,3828.44,3841.5100000000007,3777.0,3809.23
2019-02-27,3809.31,3838.85,3677.17,3818.07
2019-02-28,3818.04,3888.0,3763.87,3813.69
2019-03-01,3814.2600000000007,3857.0,3813.01,3823.0
2019-03-02,3822.170000000001,3841.31,3772.25,3819.93
2019-03-03,3819.97,3835.0,3781.32,3807.75
2019-03-04,3807.32,3830.0,3670.69,3715.3
2019-03-05,3716.1,3877.1,3703.55,3857.73
2019-03-06,3857.58,3907.000000000001,3813.09,3861.8400000000006
2019-03-07,3861.84,3905.4,3840.4,3873.64
2019-03-08,3873.63,3932.0,3800.0,3864.89
2019-03-09,3864.88,3971.75,3854.75,3943.04
2019-03-10,3943.43,3943.43,3881.69,3916.8200000000006
2019-03-11,3915.9899999999993,3936.98,3830.0,3871.61
2019-03-12,3871.61,3905.2,3826.06,3882.730000000001
2019-03-13,3882.69,3893.56,3840.000000000001,3866.0
2019-03-14,3866.0,3920.0,3810.43,3877.12
2019-03-15,3877.12,3939.22,3872.2,3923.76
2019-03-16,3924.460000000001,4056.98,3921.98,4005.98
2019-03-17,4005.98,4012.000000000001,3950.01,3981.14
2019-03-18,3981.85,4037.0,3953.33,3987.81
2019-03-19,3987.83,4031.0,3970.000000000001,4015.53
2019-03-20,4017.48,4050.0,3980.500000000001,4043.04
2019-03-21,4043.04,4069.32,3880.0100000000007,3980.64
2019-03-22,3980.85,4008.0,3968.25,3986.93
2019-03-23,3987.89,4018.83,3978.01,4006.01
2019-03-24,4006.01,4006.02,3950.0,3992.18
2019-03-25,3991.35,3999.3,3888.71,3936.12
2019-03-26,3935.47,3958.98,3894.0,3948.55
2019-03-27,3948.77,4048.0,3936.15,4038.05
2019-03-28,4039.58,4039.7,4002.000000000001,4027.81
2019-03-29,4028.22,4123.71,4024.03,4103.25
2019-03-30,4104.24,4140.0,4052.000000000001,4106.97
2019-03-31,4106.99,4116.12,4082.57,4103.95
2019-04-01,4102.44,4158.7,4067.000000000001,4144.56
2019-04-02,4144.54,4897.99,4140.54,4857.29
2019-04-03,4857.19,5275.01,4753.5,4932.6
2019-04-04,4932.59,5039.08,4777.0,4898.66
2019-04-05,4898.64,5028.22,4880.62,5004.95
